title,listing_type,city,zip_code,numerical_descriptors,amenities,dates,rating,num_reviews,discounted,original_value,price_per_night,cleaning_fee,service_fee
Urban Romantic Retreat Paradise in Garden & Trees,entire guest suite,Oakland Hills,94661,4 guests - 1 bedroom - 3 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,5.0,25,False,,189.0,75.0,64.0
"Million $ View Master Suite, larger than 800sf!",private room,Oakland Hills,94661,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 10 – 12,4.92,90,False,,250.0,75.0,81.0
In Law Unit in Beautiful Home Separate Entrance,entire rental unit,Oakland Hills,94661,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.92,50,False,,100.0,120.0,45.0
Delightful Studio by Lakeshore Ave.,entire guest suite,Oakland,94661,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 10 – 12,4.61,23,False,,85.0,80.0,35.0
Comfortable Private Cottage @ Beautiful Lakeshore,entire guesthouse,Oakland,94661,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.74,23,False,,125.0,25.0,39.0
In-law in the hills with views 2BR,entire guest suite,Oakland Hills,94661,7 guests - 2 bedrooms - 2 beds - 2 baths,Wifi - Kitchen - Washer,Dec 3 – 5,4.85,189,True,275.0,165.0,90.0,59.0
Tree branch private room in architectural home,private room,Oakland Hills,94661,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,4.98,45,False,,105.0,50.0,37.0
Montclair - Gorgeous & Charming Home,entire residential home,Oakland Hills,94661,6 guests - 3 bedrooms - 3 beds - 3 baths,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,5.0,7,True,602.0,505.0,250.0,178.0
Anchor Guesthouse,entire guesthouse,Upper Dimond,94661,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.71,28,False,,150.0,35.0,47.0
"LovelyCozyRoom, Home & Neighborhood, BeFullyVaxed",private room,Oakland,94661,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi,Dec 10 – 12,4.96,73,False,,85.0,0.0,24.0
"Modern, Luxurious Design, SF Bay Views",entire residential home,Oakland Hills,94661,6 guests - 3 bedrooms - 3 beds - 2.5 baths,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,4.75,130,True,802.0,694.0,160.0,219.0
San Francisco Bay Views,entire guest suite,Oakland Hills,94661,4 guests - 2 bedrooms - 3 beds - 1 bath,Wifi - Kitchen,Dec 3 – 5,4.98,45,False,,285.0,75.0,91.0
Round bed in a beautiful private room,private room,Oakland Hills,94661,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 24 – 26,4.93,40,False,,95.0,50.0,34.0
Oakland Hills Home with SF Bay Views,entire residential home,Lincoln Highlands,94661,6 guests - 3 bedrooms - 4 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.77,76,False,,225.0,100.0,78.0
Chic Retreat in Scenic Neighborhood,entire rental unit,Oakland,94661,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 24 – 26,4.86,177,False,,275.0,105.0,92.0
Luxurious Hillside Home w/ Gorgeous SF Bay Views!,entire residential home,Oakland Hills,94661,6 guests - 3 bedrooms - 3 beds - 2.5 baths,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,4.45,38,False,,799.0,399.0,282.0
Luxury home with breathtaking views,entire guest suite,Oakland Hills,94661,5 guests - 1 bedroom - 3 beds - 1 bath,Wifi,Dec 10 – 12,4.78,238,False,,165.0,60.0,55.0
Aesthetically Elegant Downstairs Unit in Oakland,entire residential home,Oakland,94661,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 10 – 12,4.68,25,False,,115.0,175.0,57.0
Oakland Hills - Redwood Regional Park,private room,Oakland Hills,94661,2 guests - 1 bedroom - 1 shared bath,Wifi - Free parking - Washer,Dec 31 – Jan 2,,0,False,,129.0,50.0,43.0
Lulu's Place: a retreat 20 minutes from dt Oakland,entire guesthouse,Southeast Oakland Hills,94661,4 guests - 2 bedrooms - 3 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,4.97,35,False,,199.0,180.0,82.0
Beautiful bedroom in the hills.,private room,Piedmont Pines,94661,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.77,31,False,,95.0,15.0,29.0
Peaceful sleep and Pleasant shower,private room,Oakland,94661,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.69,16,False,,75.0,45.0,28.0
Superb Location Sunny Trails/Views Minutes from SF,entire residential home,Southeast Oakland Hills,94661,6 guests - 3 bedrooms - 4 beds - 3.5 baths,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,4.83,53,False,,895.0,250.0,288.0
Elegant & Cozy,entire rental unit,Oakland Hills,94661,3 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,4.92,12,False,,250.0,75.0,81.0
Luxury rental in Berkeley hills w/ easy commute!,private room,Oakland Hills,94661,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 17 – 19,,0,False,,300.0,0.0,85.0
"""Kuro Neko"" - Unique Japanese Tatami Retreat",earth house,Oakland Hills,94661,2 guests - 1 bedroom - 1 bed - 1 bath,Kitchen - Free parking,Dec 31 – Jan 2,,0,False,,315.0,120.0,106.0
1927 Grand Custom Spanish Med Home ,entire residential home,Piedmont Pines,94661,5 guests - 3 bedrooms - 2 beds - 2 baths,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,5.0,5,False,,350.0,125.0,116.0
Charming Cottage with incredible view of the Bay,private room,Oakland Hills,94661,2 guests - Studio - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,,0,False,,150.0,0.0,42.0
Lakeside Retreat,entire condominium (condo),Lakeside,94666,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.95,99,True,139.0,111.0,50.0,38.0
Queen Bed - Adams Pt Historic House,private room,Oakland,94666,2 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,4.72,71,False,,60.0,30.0,21.0
A Roomful of Charm and Sunshine in Adams Point,private room,Oakland,94666,1 guest - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen - Free parking - Washer,Dec 24 – 26,4.63,177,False,,50.0,30.0,18.0
Large Sunny 1Br Near Lake Merritt & San Francisco,entire rental unit,Oakland,94666,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.86,230,True,285.0,155.0,85.0,56.0
Renovated Oakland Apartment,entire rental unit,Pill Hill,94666,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.73,396,False,,95.0,90.0,40.0
"Urban Uptown, 1-6 guests; one parking",entire loft,Oakland,94666,6 guests - 3 bedrooms - 3 beds - 2 baths,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,4.85,453,False,,150.0,50.0,49.0
"Cozy Private Studio, walk to Lake Merritt/Downtown",entire rental unit,Oakland,94666,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.69,67,False,,86.0,50.0,31.0
"Sunny, Artful  and Close to BART",private room,Lakeside,94666,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.88,172,False,,62.0,25.0,21.0
Welcome Home!,private room,Oakland,94666,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking,Dec 31 – Jan 2,4.92,296,False,,70.0,50.0,27.0
"Top Floor Uptown 1-6 Guests, one parking",entire loft,Oakland,94666,6 guests - 3 bedrooms - 3 beds - 2 baths,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.89,313,False,,160.0,50.0,52.0
Jo-Jo's Luxury High Rise,entire rental unit,Oakland,94666,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 3 – 5,,0,False,,175.0,120.0,66.0
*Modern & Comfortable Apt*Great for Work or Play!,entire rental unit,Oakland,94666,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 10 – 12,5.0,10,True,239.0,173.0,90.0,62.0
King Guestroom at Moxy Oakland Hotel,hotel room,San Pablo Gateway,94666,2 guests - 1 bedroom - 1 private bath,Wifi,Dec 10 – 12,4.33,6,False,,169.0,0.0,48.0
Private room in a spacious chic Uptown Oakland gem,private room,San Pablo Gateway,94666,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.75,4,False,,130.0,60.0,45.0
Lake Merritt Perch,private room,Oakland,94666,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.97,65,False,,88.0,15.0,27.0
Modern l'Afrique touch Downtown Experience,entire rental unit,Pill Hill,94666,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.78,9,False,,173.0,100.0,63.0
The Nest at Lake Merritt,private room,Oakland,94666,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 17 – 19,,0,False,,90.0,30.0,30.0
*Sunny & Modern Apartment* Getaway/Work from Home,entire rental unit,Oakland,94666,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 24 – 26,4.97,39,False,,209.0,85.0,71.0
Beautiful Sunny Apartment Near Lake Merritt☀️,entire rental unit,San Pablo Gateway,94666,4 guests - 1 bedroom - 3 beds - 1 bath,Kitchen - Washer,Dec 24 – 26,4.11,9,True,120.0,90.0,80.0,37.0
Lovely Luxury Two Bedroom Apartment with Balcony,entire rental unit,San Pablo Gateway,94666,5 guests - 2 bedrooms - 4 beds - 2 baths,Wifi - Kitchen - Washer,Dec 3 – 5,,0,False,,240.0,100.0,82.0
Charming 2 Bedroom Apartment,entire rental unit,Dogtown,94666,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.78,73,False,,144.0,120.0,58.0
Large bedroom in lovely sunny rooftop apartment,private room,Oakland,94666,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.71,7,False,,65.0,20.0,21.0
Jazzy Downtown Oakland Apt and Office,entire rental unit,San Pablo Gateway,94666,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,4.57,7,False,,113.0,75.0,42.0
"2BD, 2BTH Spacious High Rise DTWN Oakland",entire rental unit,Oakland,94666,6 guests - 2 bedrooms - 2 baths,Wifi - Kitchen - Washer,Dec 17 – 19,,0,False,,175.0,89.0,62.0
Beautiful 1-bdrm unit with a view of the city,entire rental unit,Pill Hill,94666,4 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,,0,True,133.0,112.0,50.0,39.0
Paradise in the Bay,entire condominium (condo),Oakland,94666,3 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,5.0,3,False,,158.0,75.0,55.0
Relaxed and Spacious 2 BR Apartment with a Patio,entire residential home,Dogtown,94666,6 guests - 2 bedrooms - 3 beds - 1 bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.51,41,False,,144.0,160.0,63.0
Charming + stylish gem in Uptown Oakland!,entire townhouse,San Pablo Gateway,94666,4 guests - 2 bedrooms - 2 beds - 2 baths,Wifi - Kitchen - Washer,Dec 31 – Jan 2,5.0,15,False,,343.0,170.0,121.0
Spacious One Bedroom Apartment Near Lake Merritt,entire rental unit,Oakland,94666,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,4.33,3,False,,125.0,0.0,35.0
Peaceful Resting Nest,entire rental unit,Oakland,94666,5 guests - 2 bedrooms - 3 beds - 2 baths,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,,0,False,,202.0,150.0,78.0
Modern and safe two bedrooms apartment,entire rental unit,Pill Hill,94666,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer,Dec 10 – 12,4.4,15,False,,96.0,200.0,55.0
Lovely rental unit in Oakland,entire rental unit,Lakeside,94666,2 guests - Studio - 2 beds - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,,0,False,,150.0,0.0,42.0
"***Comfortable, Chic and Private, Apartment**",entire rental unit,Oakland,94666,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.73,103,False,,300.0,75.0,95.0
"Lake Merritt modern living, 3 blocks from the lake",entire condominium (condo),Oakland,94666,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,4.8,10,False,,275.0,100.0,92.0
"1 bed apt, overlooking Lake, patio.",entire rental unit,Lakeside,94666,3 guests - 1 bedroom - 1 bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.73,60,False,,140.0,50.0,46.0
"2BD, 2BTH Spacious High Rise DTWN Oakland",private room,Oakland,94666,8 guests - 2 bedrooms - 2 beds - 2 baths,Wifi - Kitchen - Washer,Dec 24 – 26,,0,False,,257.0,0.0,73.0
Lovely penthouse style condo,entire condominium (condo),Oakland,94666,5 guests - 2 bedrooms - 2 beds - 2 baths,Wifi - Kitchen - Washer,Dec 24 – 26,4.0,4,False,,450.0,60.0,136.0
"Downtown apt, w parking, pool and hot tub!",entire rental unit,San Pablo Gateway,94666,4 guests - 1 bedroom - 3 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 24 – 26,5.0,4,False,,225.0,75.0,74.0
Lovely 4 bedroom Home with a patio,entire residential home,Dogtown,94666,8 guests - 4 bedrooms - 4 beds - 2 baths,Wifi - Kitchen - Washer,Dec 3 – 5,4.5,6,False,,300.0,300.0,127.0
Walkable Best Area ~ Green Sanctuary w/ porch,entire rental unit,Oakland,94666,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,5.0,8,False,,160.0,80.0,56.0
Private Room In Nice One Bdrm Apt.,private room,Oakland,94666,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 3 – 5,,0,False,,89.0,50.0,32.0
Lake Merritt Charmer,private room,Oakland,94666,4 guests - 2 bedrooms - 2 beds - 1 private bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.73,22,False,,237.0,39.0,72.0
Charming Studio on Lake Merritt,entire rental unit,Oakland,94666,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.74,23,False,,149.0,40.0,48.0
Private Room and Bath in Oakland!,private room,Oakland,94666,1 guest - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen,Dec 31 – Jan 2,4.0,5,False,,39.0,0.0,11.0
Modern Penthouse in New Downtown Moxy Hotel,room in boutique hotel,San Pablo Gateway,94666,2 guests - 1 bedroom - 1 private bath,Wifi,Dec 10 – 12,,0,False,,800.0,0.0,226.0
Studio Space Near Downtown/CapHill/SouthLa,private room,San Pablo Gateway,94666,3 guests - Studio - 3 beds - 1 shared bath,Wifi - Kitchen - Washer,Dec 24 – 26,,0,False,,52.0,0.0,15.0
"Top Floor, Corner Unit in High-Rise",entire rental unit,Oakland,94666,2 guests - 1 bedroom - 1 bed - 1 bath,Free parking,Dec 3 – 5,,0,False,,200.0,99.0,70.0
Bay Area,entire rental unit,Merritt,94666,4 guests - 2 bedrooms - 2.5 baths,Wifi - Kitchen - Washer,Dec 31 – Jan 2,,0,False,,300.0,75.0,95.0
Beautiful Redwood Room,private room,Berkeley,94701,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Free parking,Dec 24 – 26,4.84,108,False,,44.0,25.0,16.0
Modern Retro (and Disinfected!) Private Studio,entire guest suite,Berkeley Hills,94701,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 31 – Jan 2,4.94,487,False,,117.0,40.0,39.0
Traditional Japanese Tea House,entire guesthouse,Central Berkeley,94701,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi,Dec 17 – 19,4.84,979,True,184.0,148.0,65.0,51.0
Private 1 bedroom with private bath- Dtwn Berkeley,hotel room,Downtown Berkeley,94701,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 24 – 26,5.0,3,False,,135.0,0.0,38.0
Sunny and private stand alone room,private room,Paradise Park,94701,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Washer,Dec 31 – Jan 2,4.88,245,False,,70.0,15.0,22.0
You will love this Green room and location (Q),private room,Albany,94701,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking,Dec 3 – 5,4.91,70,False,,65.0,50.0,25.0
"Private Room, 2 minute walk from UC Berkeley",private room,Northside,94701,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 24 – 26,4.89,36,False,,64.0,14.0,20.0
Front room,private room,Central Berkeley,94701,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.62,64,False,,60.0,25.0,20.0
Reclaimed Craftsman Suite,private room,Berkeley,94701,2 guests - Studio - 1 bed - 1 private bath,Wifi - Kitchen - Free parking,Dec 3 – 5,4.9,207,False,,109.0,70.0,41.0
Mini Flat Off Telegraph Ave - Walk to UC Berkeley,entire residential home,LeConte District,94701,1 guest - 1 bedroom - 1 bed - 1 bath,Wifi,Dec 31 – Jan 2,4.86,132,False,,87.0,25.0,28.0
"""Sky Room"" Private En Suite",private room,Berkeley,94701,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Free parking - Washer,Dec 3 – 5,4.84,558,True,109.0,88.0,40.0,30.0
Elmwood Studio Retreat Near UC Berkeley,entire rental unit,Berkeley,94701,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Free parking,Dec 3 – 5,4.78,107,False,,124.0,85.0,47.0
Charming Garden Studio with Private Entry + Deck,entire residential home,Northbrae,94701,2 guests - Studio - 1 bath,Wifi,Dec 31 – Jan 2,4.87,156,False,,159.0,0.0,45.0
Sunny 2nd floor room near BART and Berkeley,private room,Fairview Park,94701,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.78,242,False,,70.0,25.0,23.0
Cozy Home + Garden in the Hills,entire cottage,Berkeley Hills,94701,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 3 – 5,4.98,90,True,196.0,162.0,79.0,57.0
Gorgeous apartment in Rockridge,entire rental unit,Fairview Park,94701,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 3 – 5,4.82,339,False,,128.0,85.0,48.0
Airstream - Berkeley’s Most Desirable Neighborhood,entire guesthouse,Berkeley,94701,2 guests - Studio - 2 beds - 1 bath,Wifi - Kitchen,Dec 10 – 12,4.94,70,True,87.0,59.0,69.0,26.0
"* Berkeley 1 BD/1 BA - CLEAN, SAFE, GREAT LOCATION",entire rental unit,Berkeley,94701,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,5.0,14,False,,112.0,80.0,43.0
SF Bay Area Modern Guest House,entire rental unit,Berkeley,94701,3 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Free parking,Dec 10 – 12,4.67,162,False,,114.0,60.0,0.0
Modern Sunny Luxury 1b 🏠 Private parking*Sanitized,entire rental unit,Berkeley,94701,2 guests - 1 bedroom - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 10 – 12,5.0,9,False,,159.0,100.0,59.0
Boho Studio : 15 minutes to San Francisco,entire guest suite,Oakland,94701,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking,Dec 3 – 5,4.86,131,False,,113.0,40.0,38.0
Spacious (and Disinfected!) Private Garden Studio,entire guest suite,Berkeley Hills,94701,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 31 – Jan 2,4.94,541,False,,116.0,40.0,38.0
You will love this Blue room and location(t+),private room,Albany,94701,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen,Dec 31 – Jan 2,4.89,66,False,,57.0,50.0,23.0
Charming private 1- bedroom room centrally located,room in boutique hotel,Downtown Berkeley,94701,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Free parking,Dec 10 – 12,4.35,26,False,,131.0,0.0,37.0
Serenity Room in N. Oakland Charmer.,private room,Oakland,94701,1 guest - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen - Washer,Dec 3 – 5,4.89,65,False,,60.0,65.0,26.0
Berkeley Hills Cabin Retreat,entire guest suite,Berkeley Hills,94701,2 guests - Studio - 2 beds - 1 bath,Wifi,Dec 31 – Jan 2,4.86,162,False,,87.0,70.0,34.0
European designed modern new home,entire guest suite,Santa Fe,94701,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,4.76,225,False,,106.0,75.0,40.0
Comfortable Guest Room: Make yourself at home!,private room,Santa Fe,94701,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.89,445,False,,55.0,6.0,16.0
Clean & Cozy Apt. in North Oakland / Emeryville,entire rental unit,Paradise Park,94701,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,4.72,457,True,182.0,120.0,75.0,44.0
Private Room in Big Beautiful Berkeley Home,private room,Central Berkeley,94701,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.86,30,False,,70.0,50.0,27.0
Central Berkeley 1-Bedroom Apartment Retreat,entire rental unit,Central Berkeley,94701,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,,0,False,,140.0,25.0,43.0
"North Berkeley Studio Apartment, spacious Bedroom.",entire guest suite,Northbrae,94701,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.77,48,False,,99.0,50.0,35.0
Heart of the Elmwood District! Private Room +Deck,private room,Berkeley,94701,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.9,209,False,,90.0,20.0,28.0
Secret Garden Retreat,private room,Berkeley Hills,94701,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi,Dec 31 – Jan 2,4.88,337,False,,85.0,50.0,31.0
Beautiful one bedroom apartment in Berkeley Hills,entire residential home,Berkeley Hills,94701,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,4.98,183,False,,150.0,50.0,49.0
Private Studio in the Best Part of Berkeley,entire guest suite,Berkeley,94701,2 guests - Studio - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.97,118,False,,150.0,80.0,54.0
POSTMODERN ROOM: Serene Art Haven w/DECK (and dog),private room,Emeryville,94701,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 24 – 26,5.0,3,False,,89.0,25.0,29.0
Elmwood Garden Cottage,entire guesthouse,Berkeley,94701,3 guests - Studio - 1 bath,Wifi - Kitchen - Free parking - Washer,Dec 31 – Jan 2,4.91,186,False,,167.0,65.0,56.0
Furnished Hotel Room - Across from UC Berkeley.,room in boutique hotel,Berkeley,94701,2 guests - Studio - 1 bed - 1 private bath,Wifi,Dec 17 – 19,4.75,8,False,,155.0,0.0,44.0
Modern and Private Cottage with Outdoor Patio,entire guesthouse,Albany,94701,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 10 – 12,4.96,216,False,,139.0,75.0,50.0
Lovely one bedroom in  Berkeley,entire rental unit,LeConte District,94701,2 guests - 1 bedroom - 1 bath,Wifi - Kitchen,Dec 31 – Jan 2,,0,False,,117.0,25.0,37.0
Modern + Minimal Studio in Elmwood,tiny house,Berkeley,94701,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 31 – Jan 2,4.99,137,True,250.0,175.0,75.0,60.0
Heart of the Elmwood--guest room,private room,Berkeley,94701,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,,0,False,,90.0,20.0,28.0
Furnished Hotel Room - Across from UC Berkeley,room in boutique hotel,Berkeley,94701,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 10 – 12,4.6,5,False,,155.0,0.0,44.0
Heart of the Elmwood District! Private Room + Bath,private room,Berkeley,94701,1 guest - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.91,147,False,,90.0,20.0,28.0
Beautiful Bright Orange Room in North Berkeley,private room,Berkeley,94701,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.9,70,False,,70.0,50.0,27.0
Comfy private bedroom. 20 mins to SF,room in serviced apartment,Emeryville,94701,1 guest - 1 bedroom - 1 shared bath,Wifi - Kitchen - Free parking - Washer,Dec 17 – 19,5.0,4,False,,60.0,25.0,20.0
